Zone,ObservedCount,InitialThreshold,BestThreshold,BestF1
1,70,0.5,0.56,0.6428571428571429
2,70,0.5,0.5,0.6410256410256411
3,70,0.5,0.58,0.5675675675675675
4,70,0.5,0.56,0.5945945945945946
5,70,0.5,0.5,0.4523809523809524
6,70,0.5,0.5,0.5567010309278351
7,70,0.5,0.5,0.5714285714285714
8,70,0.5,0.5,0.5416666666666666
9,70,0.5,0.56,0.4507042253521127
10,70,0.5,0.5,0.42696629213483145
