Zone,ObservedCount,InitialThreshold,BestThreshold,BestF1
1,40,0.5,0.5,0.6440677966101694
2,40,0.5,0.48,0.6206896551724138
3,40,0.5,0.5,0.5714285714285714
4,40,0.5,0.5,0.5714285714285714
5,40,0.5,0.5,0.7058823529411765
6,40,0.5,0.5,0.6885245901639344
7,40,0.5,0.5,0.5964912280701754
8,40,0.5,0.5,0.7619047619047619
9,40,0.5,0.52,0.5882352941176471
10,40,0.5,0.52,0.5384615384615384
