epoch,train_loss,train_mean_f1,val_loss,val_mean_f1,val_mean_average_precision,val_mean_roc_auc,val_mean_ap_zones_1_8,val_zone9_average_precision,val_zone9_f1,val_checkpoint_score,lr_backbone,lr_head
1,0.8223221719390998,0.5331158817772126,0.7097241282463074,0.8435389160412503,0.9141689058715394,0.9019599750759171,0.910175971598008,0.9461123800597906,0.8846153846153846,0.9209568941365427,2.1176470588235296e-06,2.1176470588235296e-05
2,0.5803497084981544,0.7357020932568409,0.4086417357126872,0.9312998937883304,0.9790683668493515,0.9779520094103427,0.9774472830758909,0.9920370370370369,0.9565217391304348,0.9818242092642346,4.11764705882353e-06,4.11764705882353e-05
3,0.436137667128198,0.8085212304671241,0.2814754943052928,0.9575780967605321,0.9879153944466906,0.9866507301742808,0.9891288662931506,0.9782076196750109,0.9387755102040817,0.9858524923077086,6.11764705882353e-06,6.11764705882353e-05
4,0.4194471972437288,0.8168705261118573,0.1960144837697347,0.974042319843619,0.9954551632999151,0.9953636466861104,0.996458517145276,0.9874283325370281,0.9361702127659575,0.9937494617628015,8.11764705882353e-06,8.11764705882353e-05
5,0.3782982467596929,0.8284084231226855,0.2121168076992035,0.9668302068302069,0.9915920446887824,0.9914860655983845,0.9933160419857554,0.9778000663129973,0.92,0.988661249283928,9.99999063452609e-06,9.99999063452609e-05
6,0.29381966168734286,0.8723620841977398,0.2292723755041758,0.9635980542155751,0.991587818911584,0.991485737156027,0.9923554874863783,0.9854464703132304,0.9387755102040817,0.9902827823344339,9.996965895506114e-06,9.996965895506114e-05
7,0.2892043008360752,0.8734486022815855,0.2128243943055471,0.9588677673784056,0.9885725333545322,0.9864585069385794,0.9894454566129961,0.9815891472868217,0.9787234042553191,0.9870885638151436,9.988531721910024e-06,9.988531721910023e-05
8,0.2740283062354707,0.8823080723589253,0.27098560829957324,0.9646750707540149,0.9840202717277471,0.9855031009650573,0.991131695775498,0.9271288793457406,0.9387755102040817,0.9719308508465707,9.974697336382814e-06,9.974697336382814e-05
9,0.23609412335190158,0.8976080471287635,0.24482497572898865,0.9566367152921775,0.9873223109955421,0.9866466832952341,0.9897178494809553,0.9681580031122364,0.92,0.9832498955703396,9.955477866621948e-06,9.955477866621948e-05
10,0.24563510419198373,0.8923782185212696,0.3041672607262929,0.9584409736385422,0.9879962949372673,0.9878111709814608,0.9902304045587278,0.9701234179655823,0.9387755102040817,0.984198308580784,9.930894328835433e-06,9.930894328835433e-05
11,0.24013786509979604,0.8923199711819483,0.34064451853434247,0.9657741935132902,0.9912120878349671,0.9903273021932443,0.9938689167295887,0.9699574566779945,0.9583333333333334,0.9866954787141103,9.900973604760906e-06,9.900973604760905e-05
12,0.21415118985901926,0.9127213227720153,0.24243981639544168,0.9639163108803316,0.981579313572547,0.9849206788246643,0.9917537711237767,0.9001836531627097,0.9387755102040817,0.9642827357354566,9.865748412270847e-06,9.865748412270846e-05
13,0.18488095933236734,0.9264057450333678,0.23837976654370627,0.9594499927630626,0.9849288003743938,0.9866578034150498,0.9917330917874396,0.930494469070026,0.92,0.9733615049722155,9.825257269596074e-06,9.825257269596073e-05
14,0.15285276927479227,0.9349967327850897,0.2838945637146632,0.9501576184706884,0.980858177958192,0.982602495129669,0.9910856797553932,0.8990381635805818,0.8846153846153846,0.9634714249029497,9.77954445320662e-06,9.779544453206621e-05
15,0.15055524263271067,0.9384919510087355,0.3388905127843221,0.944715081590391,0.982793287516424,0.9825856436907162,0.9876395408145487,0.9440232611314268,0.875,0.9745546569096122,9.728659949396057e-06,9.728659949396057e-05
16,0.16238371584934613,0.9268807394987585,0.26573467751344043,0.9584409736385422,0.9872432494441676,0.987233138238573,0.9910212187534322,0.9570194949700519,0.9387755102040817,0.9808207016184181,9.672659399622222e-06,9.672659399622221e-05
17,0.14485674927653017,0.9358768602781287,0.29941485325495404,0.9587527467466678,0.9865222913991156,0.9854929732103643,0.9917206873206319,0.9449351240269853,0.9361702127659575,0.9776850183325378,9.611604039664102e-06,9.611604039664101e-05
18,0.13891266426248733,0.9374684404258683,0.33837274710337323,0.9564773732402911,0.9862161223636665,0.9854845650860143,0.9877276982640073,0.9741235151609409,0.9583333333333334,0.9836464433330874,9.545560632661403e-06,9.545560632661404e-05
19,0.12344746617698771,0.9480886058067175,0.2883191406726837,0.9568653534914934,0.9811824082545423,0.9829765065181731,0.988529767757724,0.9224035322290891,0.9387755102040817,0.9686918970991335,9.474601396110049e-06,9.474601396110048e-05
20,0.11852081683296986,0.948757259669081,0.27675220370292664,0.9543101703318586,0.9864761213807434,0.9866470117375916,0.9905500765104486,0.9538844803431017,0.9166666666666666,0.9795503976602444,9.398803922893386e-06,9.398803922893387e-05
21,0.11839165696382019,0.9409095956947934,0.5215285321076711,0.9453684878882852,0.9883496044989989,0.9881878591751779,0.9903547324619459,0.9723085807954228,0.9387755102040817,0.9849408869619889,9.318251096435539e-06,9.318251096435538e-05
22,0.11593585542342123,0.9518901353092559,0.3230453133583069,0.9565590729786551,0.9899412435008433,0.9897394982902229,0.9916361745313778,0.9763817952565683,0.92,0.9870598607489348,9.23303100006957e-06,9.233031000069569e-05
23,0.10708935759473301,0.9531068155183492,0.2941296895345052,0.9610255394697325,0.9879045643778864,0.9872132393237466,0.9892727429807882,0.9769591355546732,0.9361702127659575,0.9855786607529535,9.143236820719665e-06,9.143236820719665e-05
24,0.10292235731952538,0.9541154199181658,0.3663129210472107,0.9470112121638324,0.986731297660256,0.9858703605170996,0.9891563413212112,0.967330948372615,0.9019607843137255,0.9826087234366323,9.048966747002603e-06,9.048966747002603e-05
