Zone,ObservedCount,InitialThreshold,BestThreshold,BestF1
1,61,0.5,0.48,0.6285714285714286
2,61,0.5,0.5,0.6181818181818182
3,61,0.5,0.5,0.5357142857142857
4,61,0.5,0.5,0.5964912280701754
5,61,0.5,0.5,0.71875
6,61,0.5,0.5,0.6666666666666666
7,61,0.5,0.5,0.5882352941176471
8,61,0.5,0.48,0.6593406593406593
9,61,0.5,0.5,0.5909090909090909
10,61,0.5,0.5,0.7096774193548387
