epoch,train_loss,train_mean_f1,val_loss,val_mean_f1,val_mean_average_precision,val_mean_roc_auc,val_mean_ap_zones_1_8,val_zone9_average_precision,val_zone9_f1,val_checkpoint_score,lr_backbone,lr_head
1,0.6348895578898887,0.6985286428015961,0.557771294225346,0.6727049104242087,0.6993088695746565,0.8305846903171835,0.6811216744419399,0.84480643063639,0.8148148148148148,0.730227101300275,2.0294117647058825e-05,0.00020294117647058824
2,0.5593733111409522,0.7347097458262836,0.971654883298007,0.6920282606969913,0.7587710725028818,0.8423314796228827,0.7789883899158692,0.5970325331989834,0.47368421052631576,0.7244016329008034,4.029411764705883e-05,0.0004029411764705883
3,0.6758149291129584,0.6563481787188812,0.7170868624340404,0.6416564511639751,0.6768247061970485,0.7987644231275044,0.6904107947023508,0.5681359981546297,0.5714285714285714,0.6537283557380345,6.0294117647058825e-05,0.0006029411764705882
4,0.6622351560281199,0.6543464048145583,0.7999062418937684,0.49307663659139284,0.4693012845351474,0.5984693922557349,0.4883771626992218,0.31669425922255146,0.3880597014925373,0.43687229165622066,8.029411764705883e-05,0.0008029411764705883
5,0.8248741573023866,0.5390608879133626,0.7337945916435935,0.4775243134071024,0.4823297457909834,0.5958288206152632,0.5016659571438576,0.3276400549679902,0.38235294117647056,0.44945818649109737,9.999999414657707e-05,0.0009999999414657707
6,0.7580827508597593,0.63086579461568,0.8028691801157865,0.41685210147630924,0.439826782478364,0.624605097883123,0.45769469908836174,0.29688344959838175,0.38235294117647056,0.4094513242413677,9.997213446773749e-05,0.0009997213446773748
7,0.7093447916958144,0.6740945189593806,0.7099259658293291,0.5361212649542169,0.5689529633652022,0.6679187117968541,0.5815057348391741,0.4685307915734267,0.4,0.5476132518594499,9.989017773619997e-05,0.0009989017773619996
8,0.771867656003054,0.6167172348763058,0.7265728462826122,0.45141562154258874,0.440481157230981,0.6287442941596921,0.4548938623994436,0.3251795158832802,0.38235294117647056,0.4159795584445946,9.97542135704472e-05,0.0009975421357044719
9,0.7850407690191722,0.5688805395627266,0.7870892286300659,0.44416924473099456,0.405206028981242,0.6121022767467612,0.4165030950321277,0.3148295005741565,0.38235294117647056,0.3860010166947363,9.956439064529824e-05,0.0009956439064529824
10,0.7750124744809133,0.5800901764369901,0.73632868419994,0.399142115162163,0.3721656126696969,0.501398504905796,0.37918092641694534,0.31604310269170954,0.3880597014925373,0.36023957929937456,9.932091652933474e-05,0.0009932091652933475
11,0.7728678160533771,0.5921205090824648,0.7615073160691694,0.42854822343671883,0.40368084418014394,0.6076298478341642,0.42002607174010276,0.2729190237004735,0.38235294117647056,0.37589395732821396,9.90240574579279e-05,0.000990240574579279
12,0.8000132557822437,0.5236163912516635,0.7613512223417108,0.4413591701409777,0.424142493098292,0.6227190515995491,0.4423824258344883,0.27822303120872127,0.38235294117647056,0.39313460744675816,9.867413804211386e-05,0.0009867413804211386
13,0.7757471021466533,0.5954639427183861,0.7347350153056058,0.4627867345183958,0.4200150205033617,0.6011594308727459,0.43870805173318717,0.27047077066475794,0.38235294117647056,0.3882368674126584,9.82715409136363e-05,0.0009827154091363631
14,0.7740927949430727,0.5917964651715022,0.7167034680193121,0.504851119191638,0.47088060190048725,0.6571550816385096,0.4902358947932614,0.31603825875829417,0.38235294117647056,0.4379766039827712,9.781670630654442e-05,0.0009781670630654442
15,0.7706394130013707,0.578656035741507,0.7353582176295194,0.44525201408987297,0.40123591735847636,0.5847977624433783,0.4180988669346922,0.2663323207487496,0.38235294117647056,0.37256890307890944,9.731013157580319e-05,0.0009731013157580319
16,0.7340744826827181,0.6255775462477767,0.7661263931881298,0.4409821563833492,0.4122807305897622,0.6063653875095449,0.42907719885503015,0.2779089844676188,0.38235294117647056,0.38372673453880674,9.675237065344323e-05,0.0009675237065344323
