epoch,train_loss,train_mean_f1,val_loss,val_mean_f1,val_mean_average_precision,val_mean_roc_auc,val_mean_ap_zones_1_8,val_zone9_average_precision,val_zone9_f1,val_checkpoint_score,lr_backbone,lr_head
1,0.6802884531371008,0.6646889488738549,0.6726741649887779,0.7275241584724343,0.7383503856672307,0.8666402980792972,0.7312102640373028,0.7954713587066529,0.8,0.7504885924381077,2.0294117647058825e-05,0.00020294117647058824
2,0.5936681803295858,0.7133951224454127,1.2418152559887279,0.6078962065715681,0.6161033635536306,0.7543482597045901,0.6132120470795375,0.6392338953463754,0.6666666666666666,0.6210186015595889,4.029411764705883e-05,0.0004029411764705883
3,0.6620617948715822,0.6866871824606516,0.7674325921318748,0.5303060293225909,0.5692481587672308,0.7442664109268512,0.5742869293932972,0.5289379937586993,0.5454545454545454,0.5606822487029177,6.0294117647058825e-05,0.0006029411764705882
4,0.6952122026063431,0.681127170660996,0.6565327871929515,0.568199037778158,0.6107748661262538,0.7244683993814092,0.6226660902001979,0.5156450735347,0.5,0.5905597852005485,8.029411764705883e-05,0.0008029411764705883
5,0.641992298765289,0.7019043572491728,0.7350198431448502,0.5927682918104327,0.6329030808236706,0.753144895240366,0.6304956993494368,0.6521621326175406,0.631578947368421,0.636995629329868,9.999999414657707e-05,0.0009999999414657707
6,0.6624486974666511,0.6969133938553608,0.7025389617139642,0.6023794536494069,0.5967021036961837,0.7713558257945315,0.6024227102309541,0.5509372514180206,0.5384615384615384,0.586977072587074,9.997213446773749e-05,0.0009997213446773748
7,0.6167540269580051,0.7117601641752643,0.7294537495483052,0.6853651380069259,0.6816180927600191,0.8123600118332882,0.6798295673642344,0.6959262959262957,0.7647058823529411,0.6846585859328528,9.989017773619997e-05,0.0009989017773619996
8,0.6912641176486518,0.6409616941131807,0.6377689610828053,0.6212060093211318,0.6498429215137711,0.7480827971237318,0.6633427274839464,0.5418444737523684,0.5098039215686274,0.6268932513644729,9.97542135704472e-05,0.0009975421357044719
9,0.6661264762842936,0.65641418408695,0.6015889373692599,0.6369350324842762,0.6895649140982187,0.7926240711856347,0.6919688173063416,0.6703336884332358,0.631578947368421,0.6854782786444098,9.956439064529824e-05,0.0009956439064529824
10,0.727045403649463,0.6600310026811043,0.6283327557823875,0.696193448969247,0.6723963919509687,0.7815835310577124,0.6722375726847474,0.6736669460807392,0.6363636363636364,0.6726663847035449,9.932091652933474e-05,0.0009932091652933475
11,0.7562953830750928,0.6280232487988985,0.6823746334422719,0.5694961619704532,0.5793938959165792,0.7370241146981978,0.5824313297598747,0.5550944251702155,0.5777777777777777,0.5742302583829769,9.90240574579279e-05,0.000990240574579279
12,0.8125412921217563,0.5288461966836947,0.7123712626370516,0.5094894713896786,0.48970033815384995,0.6575530512749611,0.504635798697567,0.3702166538041133,0.42424242424242425,0.4643100552295309,9.867413804211386e-05,0.0009867413804211386
13,0.7164007973799088,0.6382411330079898,0.6890302874825217,0.5460181068692491,0.5357275262259922,0.7253825843214468,0.5355958276959428,0.5367811144663865,0.6,0.5359514137270759,9.82715409136363e-05,0.0009827154091363631
14,0.6649703173511232,0.6874450886341564,0.6603996623646129,0.6188683028352329,0.6544852725545015,0.7601911593108402,0.6408732920305016,0.7633811167465014,0.7857142857142857,0.6776256394453015,9.781670630654442e-05,0.0009781670630654442
15,0.6368960064888591,0.7084205940653902,0.6219644589857621,0.6417958443345441,0.6818203756611084,0.8085114183061171,0.6910854279877742,0.607699957047783,0.5909090909090909,0.6660697867057768,9.731013157580319e-05,0.0009731013157580319
16,0.6041770648979707,0.7172805858363095,0.5926156336610967,0.6366938658907806,0.6764660332527129,0.8008486058976534,0.6916292697332496,0.55516014140842,0.5333333333333333,0.6506885312358006,9.675237065344323e-05,0.0009675237065344323
