Zone,ObservedCount,InitialThreshold,BestThreshold,BestF1
1,44,0.5,0.46,0.7428571428571429
2,44,0.5,0.6,0.6779661016949152
3,44,0.5,0.46,0.5901639344262295
4,44,0.5,0.58,0.6896551724137931
5,44,0.5,0.5,0.676923076923077
6,44,0.5,0.5,0.6129032258064516
7,44,0.5,0.5,0.6666666666666666
8,44,0.5,0.5,0.696969696969697
9,44,0.5,0.5,0.65625
10,44,0.5,0.5,0.6349206349206349
